Variables = Time,coord1, coord2, coord3, 
0.0, 0.0, 0.0, 0.0
1.0, 0.0, 0.0, 0.0
2.0, 0.0, 0.0, 0.0
3.0, 0.0, 0.0, 0.0
4.0, 0.0, 0.0, 0.0
5.0, 0.0, 0.0, 0.0
6.0, 0.0, 0.0, 0.0
7.0, 0.0, 0.0, 0.0
8.0, 0.0, 0.0, 0.0
9.0, 0.16473712675329444, 0.16473709848032883, 0.16473715502625993
10.0, 0.3244687794228621, 0.3244687794228621, 0.3244688359687933
11.0, 0.4743416490252569, 0.4743415924793259, 0.47434170557118793
12.0, 0.6098018372815955, 0.6098018372815955, 0.6098018372815955
13.0, 0.7267335637862635, 0.7267335072403327, 0.7267335637862635
14.0, 0.8215838215117722, 0.8215837649658414, 0.8215838215117722
15.0, 0.8914706905395579, 0.8914706339936269, 0.8914707470854889
16.0, 0.9342706449774232, 0.9342706449774232, 0.934270701523354
17.0, 0.9486832980505138, 0.9486832980505138, 0.9486832980505138
18.0, 0.9342706449774232, 0.9342706449774232, 0.9342706449774232
19.0, 0.8914706905395579, 0.8914707470854889, 0.8914706339936269
20.0, 0.8215838215117722, 0.8215838780577035, 0.8215837649658414
21.0, 0.7267335637862635, 0.7267336203321947, 0.7267335072403327
22.0, 0.6098018372815955, 0.6098018938275265, 0.6098017807356644
23.0, 0.4743416490252569, 0.47434170557118793, 0.47434156420636064
24.0, 0.3244687794228621, 0.3244688642417588, 0.3244687228769311
25.0, 0.16473712675329444, 0.16473718329922526, 0.16473705607088068
26.0, 0.0, 0.0, 0.0
27.0, 0.0, 0.0, 0.0
28.0, 0.0, 0.0, 0.0
29.0, 0.0, 0.0, 0.0
30.0, 0.0, 0.0, 0.0
31.0, 0.0, 0.0, 0.0
32.0, 0.0, 0.0, 0.0
33.0, 0.0, 0.0, 0.0
34.0, 0.0, 0.0, 0.0
35.0, 0.3012083201290712, 0.3012083248412322, 0.30120831502423034
